1	1.0
2	1.0
3	1.0
4	0.9999999999999998
5	0.9999999999999998
6	0.9999999999999998
7	0.9999999999999998
8	0.9999999999999998
9	1.0
10	0.9999999999999998
11	0.9999999999999998
12	1.0
13	1.0
14	1.0
15	0.9999999999999996
16	0.9999999999999998
17	0.9999999999999998
18	1.0
19	0.9999999999999996
20	1.0
21	0.9999999999999998
22	0.9999999999999998
23	0.9999999999999998
24	1.0
25	1.0
26	1.0
27	1.0
28	1.0
29	1.0
30	1.0
31	1.0
32	1.0
33	1.0
34	0.9999999999999998
35	1.0
36	1.0
37	1.0
38	1.0000000000000004
39	1.0
40	1.0
41	1.0
42	1.0
43	0.9999999999999998
44	1.0
45	1.0
46	1.0
47	1.0
48	1.0
49	0.9999999999999998
50	1.0
51	1.0
52	1.0
53	0.9999999999999998
54	1.0
55	0.9999999999999998
56	1.0
57	0.9999999999999998
58	0.9999999999999998
59	1.0
60	1.0
61	1.0
62	1.0
63	0.9999999999999998
64	1.0
65	0.9999999999999998
66	0.9999999999999998
67	1.0
68	1.0
69	1.0
70	1.0
71	1.0
72	1.0
73	1.0
74	1.0
75	1.0
76	1.0
77	1.0
78	1.0
79	1.0
80	1.0
81	0.9999999999999996
82	1.0
83	0.9999999999999998
84	0.9999999999999998
85	0.9999999999999998
86	1.0
87	1.0
88	1.0
89	0.9999999999999998
90	0.9999999999999998
91	1.0
92	1.0
93	1.0
94	1.0
95	1.0
96	0.9999999999999998
97	1.0
98	0.9999999999999998
99	1.0
100	1.0
101	1.0
102	0.9999999999999998
103	1.0
104	0.9999999999999998
105	1.0
106	1.0
107	1.0
108	1.0
109	1.0
110	0.9999999999999998
111	0.9999999999999998
112	1.0
113	1.0
114	1.0
115	0.9999999999999998
116	0.9999999999999998
117	0.9999999999999998
118	1.0
119	0.9999999999999996
120	1.0
121	1.0
122	1.0
123	1.0
124	1.0
125	1.0
126	1.0
127	1.0
128	1.0
129	1.0
130	1.0
131	1.0
132	1.0
133	1.0
134	0.9999999999999998
135	0.9999999999999998
136	1.0
137	0.9999999999999998
138	1.0
139	1.0
140	1.0
141	1.0
142	0.9999999999999998
143	0.9999999999999998
144	1.0
145	0.9999999999999998
146	1.0
147	0.9999999999999998
148	1.0
149	1.0
150	1.0
151	0.9999999999999998
152	1.0
153	1.0
154	1.0
155	1.0
156	1.0
157	0.9999999999999998
158	1.0
159	1.0
160	1.0
161	1.0
